"id","itemid","modification","slotid"
11990,29,"SZ Lonewolf Optic",5
11991,18,"SZ Lonewolf Optic",5
11992,27,"SZ Lonewolf Optic",5
11993,24,"SZ Lonewolf Optic",5
20855,62,"XTEN Grip",16
11994,41,"SZ Lonewolf Optic",5
11995,44,"SZ Lonewolf Optic",5
11996,15,"SZ Lonewolf Optic",5
11997,26,"SZ Lonewolf Optic",5
11998,39,"SZ Lonewolf Optic",5
11999,33,"SZ Lonewolf Optic",5
12001,11,"SZ Lonewolf Optic",5
12002,2,"SZ Lonewolf Optic",5
12150,24,"XTEN Angel-40",5
12003,20,"SZ Lonewolf Optic",5
12004,36,"SZ Lonewolf Optic",5
12005,40,"SZ Lonewolf Optic",5
12006,17,"SZ Lonewolf Optic",5
12007,21,"SZ Lonewolf Optic",5
12008,22,"SZ Lonewolf Optic",5
12009,7,"SZ Lonewolf Optic",5
12010,9,"SZ Lonewolf Optic",5
12011,38,"SZ Lonewolf Optic",5
12012,32,"SZ Lonewolf Optic",5
20504,41,"Broadside FCT",6
20942,65,"SA Tyrant Fifty",2
12013,45,"SZ Lonewolf Optic",5
12015,1,"SZ Lonewolf Optic",5
12016,3,"SZ Lonewolf Optic",5
12017,13,"SZ Lonewolf Optic",5
12018,10,"Kazan-Holo",5
12019,8,"Kazan-Holo",5
12020,4,"Kazan-Holo",5
12021,35,"Kazan-Holo",5
12088,7,"Corvus Downrange-00",5
12089,9,"Corvus Downrange-00",5
12090,38,"Corvus Downrange-00",5
12091,32,"Corvus Downrange-00",5
12092,45,"Corvus Downrange-00",5
12093,37,"Corvus Downrange-00",5
12094,1,"Corvus Downrange-00",5
12095,3,"Corvus Downrange-00",5
11877,44,"SZ SRO-7",5
11878,15,"SZ SRO-7",5
11879,26,"SZ SRO-7",5
11880,39,"SZ SRO-7",5
11882,30,"SZ SRO-7",5
11883,11,"SZ SRO-7",5
14561,27,"Bruen TS-30 Comb",7
14562,20,"Bruen TS-30 Comb",7
11884,2,"SZ SRO-7",5
11885,20,"SZ SRO-7",5
11886,36,"SZ SRO-7",5
11887,40,"SZ SRO-7",5
11888,17,"SZ SRO-7",5
14631,3,"Bryson Match Grade",10
11889,21,"SZ SRO-7",5
11890,22,"SZ SRO-7",5
13899,28,"7.62 Incendiary",11
11891,7,"SZ SRO-7",5
11892,9,"SZ SRO-7",5
12097,10,"SZ Holotherm",5
12098,8,"SZ Holotherm",5
12099,4,"SZ Holotherm",5
12100,35,"SZ Holotherm",5
12101,42,"SZ Holotherm",5
12102,16,"SZ Holotherm",5
12103,43,"SZ Holotherm",5
12104,19,"SZ Holotherm",5
12105,23,"SZ Holotherm",5
12106,34,"SZ Holotherm",5
12107,28,"SZ Holotherm",5
12108,29,"SZ Holotherm",5
12109,18,"SZ Holotherm",5
20213,56,"HMW-20 Optic",5
14054,43,"BR209 Barrel",2
12111,24,"SZ Holotherm",5
12112,41,"SZ Holotherm",5
12113,44,"SZ Holotherm",5
12114,15,"SZ Holotherm",5
12115,26,"SZ Holotherm",5
12116,39,"SZ Holotherm",5
12198,11,"VLK 4.0 Optic",5
20943,64,"Mouse 99",2
20944,64,"Streetsweeper 9mm",2
12199,2,"VLK 4.0 Optic",5
12200,20,"VLK 4.0 Optic",5
12201,36,"VLK 4.0 Optic",5
12202,40,"VLK 4.0 Optic",5
12203,17,"VLK 4.0 Optic",5
12267,27,"Forge Tac Delta 4",5
12268,24,"Forge Tac Delta 4",5
12269,41,"Forge Tac Delta 4",5
12270,44,"Forge Tac Delta 4",5
13900,2,"7.62 Incendiary",11
12271,15,"Forge Tac Delta 4",5
12272,26,"Forge Tac Delta 4",5
12273,39,"Forge Tac Delta 4",5
12274,33,"Forge Tac Delta 4",5
12275,30,"Forge Tac Delta 4",5
12276,11,"Forge Tac Delta 4",5
20485,59,"Cronen Grooveshot Grip",8
20309,57,"Slimline Pro",5
12277,2,"Forge Tac Delta 4",5
12278,20,"Forge Tac Delta 4",5
12279,36,"Forge Tac Delta 4",5
12280,40,"Forge Tac Delta 4",5
12281,17,"Forge Tac Delta 4",5
12282,21,"Forge Tac Delta 4",5
12283,22,"Forge Tac Delta 4",5
12284,7,"Forge Tac Delta 4",5
12285,9,"Forge Tac Delta 4",5
12286,38,"Forge Tac Delta 4",5
12287,32,"Forge Tac Delta 4",5
12288,45,"Forge Tac Delta 4",5
12290,37,"Forge Tac Delta 4",5
10673,11,"Point-G3P 04",4
10674,20,"Point-G3P 04",4
12291,25,"Forge Tac Delta 4",5
12292,12,"Forge Tac Delta 4",5
12293,10,"Cronen Zero-P Optic",5
12294,8,"Cronen Zero-P Optic",5
12295,4,"Cronen Zero-P Optic",5
12296,35,"Cronen Zero-P Optic",5
12298,16,"Cronen Zero-P Optic",5
12299,43,"Cronen Zero-P Optic",5
12300,19,"Cronen Zero-P Optic",5
12301,23,"Cronen Zero-P Optic",5
12325,38,"Cronen Zero-P Optic",5
12326,32,"Cronen Zero-P Optic",5
12327,45,"Cronen Zero-P Optic",5
12328,31,"Cronen Zero-P Optic",5
12329,37,"Cronen Zero-P Optic",5
12330,25,"Cronen Zero-P Optic",5
12331,12,"Cronen Zero-P Optic",5
12333,8,"SZ Bullseye Optic",5
12334,4,"SZ Bullseye Optic",5
12335,35,"SZ Bullseye Optic",5
12336,42,"SZ Bullseye Optic",5
20945,64,"CMRN-50",2
12337,16,"SZ Bullseye Optic",5
12339,19,"SZ Bullseye Optic",5
12340,23,"SZ Bullseye Optic",5
12341,34,"SZ Bullseye Optic",5
12342,28,"SZ Bullseye Optic",5
12343,29,"SZ Bullseye Optic",5
12344,18,"SZ Bullseye Optic",5
12345,27,"SZ Bullseye Optic",5
12346,24,"SZ Bullseye Optic",5
12347,41,"SZ Bullseye Optic",5
12348,44,"SZ Bullseye Optic",5
12349,15,"SZ Bullseye Optic",5
12350,26,"SZ Bullseye Optic",5
14313,4,"FT TAC-Elite Stock",6
14314,43,"FT TAC-Elite Stock",6
12352,33,"SZ Bullseye Optic",5
12353,30,"SZ Bullseye Optic",5
12354,11,"SZ Bullseye Optic",5
20311,57,"Cronen Mini Red Dot",5
20856,62,"Phantom Grip",16
20857,62,"Demo Flak Comb",7
12355,2,"SZ Bullseye Optic",5
12356,20,"SZ Bullseye Optic",5
12357,36,"SZ Bullseye Optic",5
12358,40,"SZ Bullseye Optic",5
12359,17,"SZ Bullseye Optic",5
12360,21,"SZ Bullseye Optic",5
12361,22,"SZ Bullseye Optic",5
12362,7,"SZ Bullseye Optic",5
12363,9,"SZ Bullseye Optic",5
12364,38,"SZ Bullseye Optic",5
12365,32,"SZ Bullseye Optic",5
12366,45,"SZ Bullseye Optic",5
12428,39,"Schlager Night View",5
12429,33,"Schlager Night View",5
14058,44,"BAK-9 279mm Barrel",2
14059,17,"TAC 597 Barrel",2
12430,30,"Schlager Night View",5
12431,11,"Schlager Night View",5
12432,20,"Schlager Night View",5
12433,40,"Schlager Night View",5
12434,17,"Schlager Night View",5
12435,21,"Schlager Night View",5
12436,22,"Schlager Night View",5
12437,7,"Schlager Night View",5
12519,12,"Teplo-OP3 Scope",5
12520,10,"DR582 Hybrid Sight",5
12521,8,"DR582 Hybrid Sight",5
12522,4,"DR582 Hybrid Sight",5
12523,35,"DR582 Hybrid Sight",5
12524,42,"DR582 Hybrid Sight",5
12525,16,"DR582 Hybrid Sight",5
12526,43,"DR582 Hybrid Sight",5
12527,19,"DR582 Hybrid Sight",5
12528,23,"DR582 Hybrid Sight",5
12529,34,"DR582 Hybrid Sight",5
12530,28,"DR582 Hybrid Sight",5
12531,29,"DR582 Hybrid Sight",5
12532,18,"DR582 Hybrid Sight",5
12533,27,"DR582 Hybrid Sight",5
12534,24,"DR582 Hybrid Sight",5
12535,41,"DR582 Hybrid Sight",5
12536,44,"DR582 Hybrid Sight",5
12537,15,"DR582 Hybrid Sight",5
12538,26,"DR582 Hybrid Sight",5
12539,39,"DR582 Hybrid Sight",5
12540,33,"DR582 Hybrid Sight",5
12541,30,"DR582 Hybrid Sight",5
12542,11,"DR582 Hybrid Sight",5
12543,2,"DR582 Hybrid Sight",5
12544,20,"DR582 Hybrid Sight",5
12546,40,"DR582 Hybrid Sight",5
12547,17,"DR582 Hybrid Sight",5
12548,21,"DR582 Hybrid Sight",5
12549,22,"DR582 Hybrid Sight",5
20858,62,"SAB Comb",7
20505,61,"SZ 1mW PEQ",4
12550,7,"DR582 Hybrid Sight",5
20312,57,"Cronen Mini Pro",5
12551,38,"DR582 Hybrid Sight",5
12552,32,"DR582 Hybrid Sight",5
12553,45,"DR582 Hybrid Sight",5
12554,37,"DR582 Hybrid Sight",5
12555,25,"DR582 Hybrid Sight",5
12556,12,"DR582 Hybrid Sight",5
12557,10,"Hybrid Firepoint",5
12558,8,"Hybrid Firepoint",5
12559,4,"Hybrid Firepoint",5
13901,21,"7.62 Incendiary",11
13902,22,"7.62 Incendiary",11
12561,42,"Hybrid Firepoint",5
12562,16,"Hybrid Firepoint",5
12563,43,"Hybrid Firepoint",5
12564,19,"Hybrid Firepoint",5
12565,23,"Hybrid Firepoint",5
12566,34,"Hybrid Firepoint",5
12567,28,"Hybrid Firepoint",5
12568,29,"Hybrid Firepoint",5
12569,18,"Hybrid Firepoint",5
12570,27,"Hybrid Firepoint",5
12571,24,"Hybrid Firepoint",5
12572,41,"Hybrid Firepoint",5
12579,11,"Hybrid Firepoint",5
12580,2,"Hybrid Firepoint",5
12581,20,"Hybrid Firepoint",5
12582,36,"Hybrid Firepoint",5
12583,40,"Hybrid Firepoint",5
12584,17,"Hybrid Firepoint",5
12616,33,"SZ Vortex-90",5
12617,30,"SZ Vortex-90",5
12618,11,"SZ Vortex-90",5
12619,2,"SZ Vortex-90",5
12620,20,"SZ Vortex-90",5
12621,36,"SZ Vortex-90",5
12622,40,"SZ Vortex-90",5
12623,17,"SZ Vortex-90",5
12624,21,"SZ Vortex-90",5
12626,7,"SZ Vortex-90",5
12627,9,"SZ Vortex-90",5
12628,38,"SZ Vortex-90",5
12629,32,"SZ Vortex-90",5
12630,45,"SZ Vortex-90",5
12631,31,"SZ Vortex-90",5
12632,37,"SZ Vortex-90",5
12633,25,"SZ Vortex-90",5
12634,12,"SZ Vortex-90",5
20215,56,"Drexsom Prime-90",5
20216,56,"Ares Clear Shot",5
12635,10,"BPZ40 Hybrid",5
12636,8,"BPZ40 Hybrid",5
12637,4,"BPZ40 Hybrid",5
10436,23,"1mW Laser Box",4
12638,35,"BPZ40 Hybrid",5
12639,42,"BPZ40 Hybrid",5
20506,61,"Schlager PEQ Box IV",4
12640,16,"BPZ40 Hybrid",5
12641,43,"BPZ40 Hybrid",5
12642,19,"BPZ40 Hybrid",5
12643,23,"BPZ40 Hybrid",5
12644,34,"BPZ40 Hybrid",5
12645,28,"BPZ40 Hybrid",5
12646,29,"BPZ40 Hybrid",5
12647,18,"BPZ40 Hybrid",5
12649,24,"BPZ40 Hybrid",5
12650,41,"BPZ40 Hybrid",5
12651,44,"BPZ40 Hybrid",5
12652,15,"BPZ40 Hybrid",5
12653,26,"BPZ40 Hybrid",5
12654,39,"BPZ40 Hybrid",5
12655,33,"BPZ40 Hybrid",5
13903,7,"7.62 Incendiary",11
10675,9,"Point-G3P 04",4
12656,30,"BPZ40 Hybrid",5
12727,10,"Teplo Clear Shot",5
12728,8,"Teplo Clear Shot",5
12729,4,"Teplo Clear Shot",5
12730,35,"Teplo Clear Shot",5
12731,42,"Teplo Clear Shot",5
12732,16,"Teplo Clear Shot",5
12733,43,"Teplo Clear Shot",5
12734,19,"Teplo Clear Shot",5
12735,23,"Teplo Clear Shot",5
12736,34,"Teplo Clear Shot",5
14316,41,"FT TAC-Elite Stock",6
12737,28,"Teplo Clear Shot",5
12738,29,"Teplo Clear Shot",5
12739,18,"Teplo Clear Shot",5
12740,27,"Teplo Clear Shot",5
12741,24,"Teplo Clear Shot",5
12742,41,"Teplo Clear Shot",5
12743,44,"Teplo Clear Shot",5
12744,15,"Teplo Clear Shot",5
12745,26,"Teplo Clear Shot",5
12746,39,"Teplo Clear Shot",5
12748,30,"Teplo Clear Shot",5
12749,11,"Teplo Clear Shot",5
12750,2,"Teplo Clear Shot",5
12751,20,"Teplo Clear Shot",5
12752,40,"Teplo Clear Shot",5
12754,21,"Teplo Clear Shot",5
20946,64,"Ratchet BE",2
20947,64,"Supertac-VI",2
12755,22,"Teplo Clear Shot",5
12756,7,"Teplo Clear Shot",5
12757,9,"Teplo Clear Shot",5
12758,38,"Teplo Clear Shot",5
12759,32,"Teplo Clear Shot",5
12760,45,"Teplo Clear Shot",5
20217,56,"Aim OP-V4",5
12761,31,"Teplo Clear Shot",5
12762,37,"Teplo Clear Shot",5
12763,25,"Teplo Clear Shot",5
12764,12,"Teplo Clear Shot",5
12765,10,"FTAC Charlie7",5
12766,8,"FTAC Charlie7",5
12767,4,"FTAC Charlie7",5
12768,35,"FTAC Charlie7",5
12769,42,"FTAC Charlie7",5
12770,16,"FTAC Charlie7",5
12771,19,"FTAC Charlie7",5
12772,23,"FTAC Charlie7",5
12773,34,"FTAC Charlie7",5
12774,28,"FTAC Charlie7",5
12775,29,"FTAC Charlie7",5
20218,56,"SZ Battle Optic",5
12776,20,"FTAC Charlie7",5
12777,17,"FTAC Charlie7",5
12778,21,"FTAC Charlie7",5
12779,22,"FTAC Charlie7",5
12780,7,"FTAC Charlie7",5
12781,9,"FTAC Charlie7",5
12783,32,"FTAC Charlie7",5
12784,45,"FTAC Charlie7",5
12785,31,"FTAC Charlie7",5
12786,37,"FTAC Charlie7",5
12787,25,"FTAC Charlie7",5
12788,12,"FTAC Charlie7",5
12789,10,"HMW-20 Optic",5
12790,8,"HMW-20 Optic",5
12791,4,"HMW-20 Optic",5
12792,35,"HMW-20 Optic",5
12793,42,"HMW-20 Optic",5
12794,16,"HMW-20 Optic",5
12795,19,"HMW-20 Optic",5
12796,23,"HMW-20 Optic",5
12797,34,"HMW-20 Optic",5
12798,28,"HMW-20 Optic",5
12799,29,"HMW-20 Optic",5
12800,20,"HMW-20 Optic",5
12801,17,"HMW-20 Optic",5
12802,21,"HMW-20 Optic",5
12803,22,"HMW-20 Optic",5
13904,38,"7.62 Incendiary",11
12804,7,"HMW-20 Optic",5
12805,9,"HMW-20 Optic",5
12806,38,"HMW-20 Optic",5
12807,32,"HMW-20 Optic",5
12808,45,"HMW-20 Optic",5
12809,31,"HMW-20 Optic",5
12810,37,"HMW-20 Optic",5
12811,25,"HMW-20 Optic",5
20948,64,"STF-U",2
20949,64,"Ratchet BE Tac",2
12812,12,"HMW-20 Optic",5
12813,10,"Luca Bandera Scope",5
12814,8,"Luca Bandera Scope",5
12815,4,"Luca Bandera Scope",5
12817,42,"Luca Bandera Scope",5
12818,16,"Luca Bandera Scope",5
12819,19,"Luca Bandera Scope",5
12820,23,"Luca Bandera Scope",5
12615,39,"SZ Vortex-90",5
12821,34,"Luca Bandera Scope",5
12822,28,"Luca Bandera Scope",5
10397,32,"FSS OLE-V Laser",4
12823,29,"Luca Bandera Scope",5
12824,20,"Luca Bandera Scope",5
12825,22,"Luca Bandera Scope",5
12826,7,"Luca Bandera Scope",5
12827,9,"Luca Bandera Scope",5
12828,38,"Luca Bandera Scope",5
20507,61,"Corio LAZ-44 V3",4
12829,32,"Luca Bandera Scope",5
12830,45,"Luca Bandera Scope",5
12831,31,"Luca Bandera Scope",5
12832,37,"Luca Bandera Scope",5
12833,25,"Luca Bandera Scope",5
12834,12,"Luca Bandera Scope",5
12835,10,"Drexsom Prime-90",5
12836,8,"Drexsom Prime-90",5
12400,7,"SZ Aggressor-IR Optic",5
12837,4,"Drexsom Prime-90",5
12838,35,"Drexsom Prime-90",5
12839,42,"Drexsom Prime-90",5
12840,16,"Drexsom Prime-90",5
12841,19,"Drexsom Prime-90",5
12842,23,"Drexsom Prime-90",5
12843,34,"Drexsom Prime-90",5
12844,28,"Drexsom Prime-90",5
12845,29,"Drexsom Prime-90",5
12846,20,"Drexsom Prime-90",5
12847,21,"Drexsom Prime-90",5
12848,22,"Drexsom Prime-90",5
12849,7,"Drexsom Prime-90",5
12850,9,"Drexsom Prime-90",5
12851,38,"Drexsom Prime-90",5
12852,32,"Drexsom Prime-90",5
12853,45,"Drexsom Prime-90",5
12854,31,"Drexsom Prime-90",5
12855,37,"Drexsom Prime-90",5
14317,44,"FT TAC-Elite Stock",6
12857,12,"Drexsom Prime-90",5
12858,10,"Ares Clear Shot",5
12859,8,"Ares Clear Shot",5
12860,4,"Ares Clear Shot",5
12861,35,"Ares Clear Shot",5
12862,42,"Ares Clear Shot",5
20647,63,"Schlager ULO-66 Laser",4
12863,16,"Ares Clear Shot",5
12864,19,"Ares Clear Shot",5
12865,23,"Ares Clear Shot",5
12866,34,"Ares Clear Shot",5
12867,28,"Ares Clear Shot",5
12868,29,"Ares Clear Shot",5
12869,20,"Ares Clear Shot",5
12870,22,"Ares Clear Shot",5
12871,7,"Ares Clear Shot",5
12872,9,"Ares Clear Shot",5
12873,38,"Ares Clear Shot",5
12874,32,"Ares Clear Shot",5
12875,45,"Ares Clear Shot",5
12876,31,"Ares Clear Shot",5
12877,37,"Ares Clear Shot",5
12878,25,"Ares Clear Shot",5
12880,42,"Luca Canis 4x Optic",5
12881,27,"Luca Canis 4x Optic",5
12882,20,"Luca Canis 4x Optic",5
12883,39,"Corio CQC Scope",5
12885,30,"Corio CQC Scope",5
12886,11,"Corio CQC Scope",5
12887,39,"Daunt-C80",5
12888,33,"Daunt-C80",5
12889,30,"Daunt-C80",5
12890,11,"Daunt-C80",5
12891,22,"DXS Coriolis V4",5
12892,7,"DXS Coriolis V4",5
12893,9,"DXS Coriolis V4",5
12894,38,"DXS Coriolis V4",5
12463,15,"VX350 Thermal Optic",5
12895,32,"DXS Coriolis V4",5
12896,45,"DXS Coriolis V4",5
12897,31,"DXS Coriolis V4",5
12898,37,"DXS Coriolis V4",5
12899,25,"DXS Coriolis V4",5
12900,12,"DXS Coriolis V4",5
12901,22,"Lachmann Impact 9",5
12902,7,"Lachmann Impact 9",5
12903,9,"Lachmann Impact 9",5
12904,38,"Lachmann Impact 9",5
12905,32,"Lachmann Impact 9",5
12906,45,"Lachmann Impact 9",5
12907,31,"Lachmann Impact 9",5
12908,37,"Lachmann Impact 9",5
12909,25,"Lachmann Impact 9",5
12910,12,"Lachmann Impact 9",5
12913,9,"SP-X 80 6.6x",5
12914,38,"SP-X 80 6.6x",5
12915,32,"SP-X 80 6.6x",5
12991,8,"Demo Firm Grip",8
12879,12,"Ares Clear Shot",5
12992,4,"Demo Firm Grip",8
12993,35,"Demo Firm Grip",8
12994,42,"Demo Firm Grip",8
12995,16,"Demo Firm Grip",8
13905,29,".458 Frangible",11
12996,19,"Demo Firm Grip",8
12997,23,"Demo Firm Grip",8
12998,34,"Demo Firm Grip",8
12999,28,"Demo Firm Grip",8
13000,29,"Demo Firm Grip",8
13001,18,"Demo Firm Grip",8
13002,14,"Demo Firm Grip",8
13003,15,"Demo Firm Grip",8
13004,39,"Demo Firm Grip",8
13005,33,"Demo Firm Grip",8
13007,11,"Demo Firm Grip",8
13008,2,"Demo Firm Grip",8
13069,17,"FTAC Ripper 56",8
13070,21,"FTAC Ripper 56",8
13071,22,"FTAC Ripper 56",8
13072,9,"FTAC Ripper 56",8
13073,38,"FTAC Ripper 56",8
13074,32,"FTAC Ripper 56",8
13075,45,"FTAC Ripper 56",8
13076,37,"FTAC Ripper 56",8
13077,10,"Demo Cleanshot 40",8
13079,4,"Demo Cleanshot 40",8
13080,35,"Demo Cleanshot 40",8
13081,42,"Demo Cleanshot 40",8
13082,16,"Demo Cleanshot 40",8
13083,19,"Demo Cleanshot 40",8
20219,56,"SZ Oscar-9",5
13084,23,"Demo Cleanshot 40",8
13085,34,"Demo Cleanshot 40",8
14060,35,"Lach-12 Barrel",2
13086,28,"Demo Cleanshot 40",8
13087,29,"Demo Cleanshot 40",8
13088,18,"Demo Cleanshot 40",8
13089,14,"Demo Cleanshot 40",8
13090,15,"Demo Cleanshot 40",8
13091,39,"Demo Cleanshot 40",8
13092,33,"Demo Cleanshot 40",8
13094,11,"Demo Cleanshot 40",8
13095,2,"Demo Cleanshot 40",8
13096,20,"Demo Cleanshot 40",8
13097,36,"Demo Cleanshot 40",8
13099,21,"Demo Cleanshot 40",8
13100,22,"Demo Cleanshot 40",8
13102,38,"Demo Cleanshot 40",8
13104,45,"Demo Cleanshot 40",8
13105,37,"Demo Cleanshot 40",8
13106,10,"Demo IMP-44 Grip",8
13107,8,"Demo IMP-44 Grip",8
13108,4,"Demo IMP-44 Grip",8
13109,35,"Demo IMP-44 Grip",8
13110,42,"Demo IMP-44 Grip",8
13111,16,"Demo IMP-44 Grip",8
13112,19,"Demo IMP-44 Grip",8
13113,23,"Demo IMP-44 Grip",8
13114,34,"Demo IMP-44 Grip",8
13115,28,"Demo IMP-44 Grip",8
13116,29,"Demo IMP-44 Grip",8
13117,18,"Demo IMP-44 Grip",8
13118,14,"Demo IMP-44 Grip",8
13119,15,"Demo IMP-44 Grip",8
13120,39,"Demo IMP-44 Grip",8
13121,33,"Demo IMP-44 Grip",8
13122,30,"Demo IMP-44 Grip",8
20648,63,"Stovl TAC Laser",4
13123,11,"Demo IMP-44 Grip",8
13124,2,"Demo IMP-44 Grip",8
13125,20,"Demo IMP-44 Grip",8
13126,36,"Demo IMP-44 Grip",8
13127,17,"Demo IMP-44 Grip",8
13128,21,"Demo IMP-44 Grip",8
12205,22,"VLK 4.0 Optic",5
12206,7,"VLK 4.0 Optic",5
12207,9,"VLK 4.0 Optic",5
12208,38,"VLK 4.0 Optic",5
12209,32,"VLK 4.0 Optic",5
12212,37,"VLK 4.0 Optic",5
12213,25,"VLK 4.0 Optic",5
12214,12,"VLK 4.0 Optic",5
12254,10,"Forge Tac Delta 4",5
12255,8,"Forge Tac Delta 4",5
13179,29,"FSS Sharkfin 90",8
13180,18,"FSS Sharkfin 90",8
13181,24,"FSS Sharkfin 90",8
13182,14,"FSS Sharkfin 90",8
13213,18,"Agent Grip",8
13214,24,"Agent Grip",8
13215,14,"Agent Grip",8
13216,15,"Agent Grip",8
13217,26,"Agent Grip",8
13218,39,"Agent Grip",8
13219,33,"Agent Grip",8
13220,30,"Agent Grip",8
13221,11,"Agent Grip",8
13222,2,"Agent Grip",8
10399,31,"FSS OLE-V Laser",4
13223,20,"Agent Grip",8
13224,36,"Agent Grip",8
13225,17,"Agent Grip",8
13226,21,"Agent Grip",8
13227,22,"Agent Grip",8
13229,38,"Agent Grip",8
13230,32,"Agent Grip",8
13231,45,"Agent Grip",8
13233,13,"Agent Grip",8
13234,10,"Bruen Sync Shot Grip",8
13235,8,"Bruen Sync Shot Grip",8
13236,4,"Bruen Sync Shot Grip",8
13237,35,"Bruen Sync Shot Grip",8
13238,42,"Bruen Sync Shot Grip",8
13239,16,"Bruen Sync Shot Grip",8
13240,43,"Bruen Sync Shot Grip",8
13241,19,"Bruen Sync Shot Grip",8
13242,23,"Bruen Sync Shot Grip",8
13243,34,"Bruen Sync Shot Grip",8
13244,28,"Bruen Sync Shot Grip",8
13245,29,"Bruen Sync Shot Grip",8
13246,18,"Bruen Sync Shot Grip",8
13247,24,"Bruen Sync Shot Grip",8
13248,14,"Bruen Sync Shot Grip",8
13249,15,"Bruen Sync Shot Grip",8
13250,26,"Bruen Sync Shot Grip",8
13251,39,"Bruen Sync Shot Grip",8
13252,33,"Bruen Sync Shot Grip",8
13253,30,"Bruen Sync Shot Grip",8
13286,30,"XTEN Drop Grip",8
13288,2,"XTEN Drop Grip",8
13289,20,"XTEN Drop Grip",8
13290,36,"XTEN Drop Grip",8
13291,17,"XTEN Drop Grip",8
13354,20,"Merc Foregrip",8
13355,36,"Merc Foregrip",8
13356,17,"Merc Foregrip",8
13357,21,"Merc Foregrip",8
13358,22,"Merc Foregrip",8
13359,9,"Merc Foregrip",8
10398,45,"FSS OLE-V Laser",4
13360,38,"Merc Foregrip",8
13361,45,"Merc Foregrip",8
13362,37,"Merc Foregrip",8
13363,13,"Merc Foregrip",8
13364,10,"Lockgrip Precision-40",8
13365,8,"Lockgrip Precision-40",8
13366,4,"Lockgrip Precision-40",8
13367,35,"Lockgrip Precision-40",8
13368,42,"Lockgrip Precision-40",8
13369,16,"Lockgrip Precision-40",8
20221,56,"3x RFL-Optic",5
13370,43,"Lockgrip Precision-40",8
13371,19,"Lockgrip Precision-40",8
10401,25,"FSS OLE-V Laser",4
13372,23,"Lockgrip Precision-40",8
13373,34,"Lockgrip Precision-40",8
13374,28,"Lockgrip Precision-40",8
13375,29,"Lockgrip Precision-40",8
13376,18,"Lockgrip Precision-40",8
13377,24,"Lockgrip Precision-40",8
13378,14,"Lockgrip Precision-40",8
13379,15,"Lockgrip Precision-40",8
13380,26,"Lockgrip Precision-40",8
13381,39,"Lockgrip Precision-40",8
13382,33,"Lockgrip Precision-40",8
13383,30,"Lockgrip Precision-40",8
13384,11,"Lockgrip Precision-40",8
13385,2,"Lockgrip Precision-40",8
13386,20,"Lockgrip Precision-40",8
13387,36,"Lockgrip Precision-40",8
13388,17,"Lockgrip Precision-40",8
13389,21,"Lockgrip Precision-40",8
13390,22,"Lockgrip Precision-40",8
13391,9,"Lockgrip Precision-40",8
13392,38,"Lockgrip Precision-40",8
20314,57,"SZ Minitac-40",5
13393,45,"Lockgrip Precision-40",8
13394,37,"Lockgrip Precision-40",8
13395,13,"Lockgrip Precision-40",8
13459,13,"Schlager Tango",8
13461,8,"VX Pineapple",8
13462,4,"VX Pineapple",8
13463,35,"VX Pineapple",8
13464,42,"VX Pineapple",8
20571,61,"Drexsom Prime-90",5
13465,16,"VX Pineapple",8
13466,43,"VX Pineapple",8
13467,19,"VX Pineapple",8
13468,23,"VX Pineapple",8
13470,28,"VX Pineapple",8
13472,18,"VX Pineapple",8
13473,24,"VX Pineapple",8
13474,14,"VX Pineapple",8
13475,15,"VX Pineapple",8
13476,26,"VX Pineapple",8
13477,39,"VX Pineapple",8
13479,30,"VX Pineapple",8
13480,11,"VX Pineapple",8
13481,2,"VX Pineapple",8
13482,20,"VX Pineapple",8
13483,36,"VX Pineapple",8
13484,17,"VX Pineapple",8
13486,22,"VX Pineapple",8
13487,9,"VX Pineapple",8
13488,38,"VX Pineapple",8
13489,45,"VX Pineapple",8
13490,37,"VX Pineapple",8
13491,13,"VX Pineapple",8
13492,10,"OP-X9 Foregrip",8
13493,8,"OP-X9 Foregrip",8
13494,4,"OP-X9 Foregrip",8
13495,35,"OP-X9 Foregrip",8
13497,16,"OP-X9 Foregrip",8
13498,43,"OP-X9 Foregrip",8
13499,19,"OP-X9 Foregrip",8
13500,23,"OP-X9 Foregrip",8
13501,34,"OP-X9 Foregrip",8
13502,28,"OP-X9 Foregrip",8
10400,37,"FSS OLE-V Laser",4
13504,18,"OP-X9 Foregrip",8
13505,24,"OP-X9 Foregrip",8
13506,14,"OP-X9 Foregrip",8
13507,15,"OP-X9 Foregrip",8
14061,35,"Lachmann Nova",2
13509,39,"OP-X9 Foregrip",8
13510,33,"OP-X9 Foregrip",8
13511,30,"OP-X9 Foregrip",8
13512,11,"OP-X9 Foregrip",8
13513,2,"OP-X9 Foregrip",8
14318,17,"FT TAC-Elite Stock",6
13514,20,"OP-X9 Foregrip",8
13515,36,"OP-X9 Foregrip",8
13516,17,"OP-X9 Foregrip",8
13517,21,"OP-X9 Foregrip",8
13519,9,"OP-X9 Foregrip",8
20508,61,"FSS OLE-V Laser",4
13520,38,"OP-X9 Foregrip",8
13521,45,"OP-X9 Foregrip",8
13522,37,"OP-X9 Foregrip",8
13523,13,"OP-X9 Foregrip",8
13524,10,"Operator Foregrip",8
13525,8,"Operator Foregrip",8
13526,4,"Operator Foregrip",8
13527,35,"Operator Foregrip",8
